sol,Gamma,DeltaP,Gamma_unc,DeltaP_unc
34,4.663332338983521,3.8394979423052464,0.301064867280594,5.686899325495166
34,3.610146401762625,5.170437705623372,0.18463356845215925,1.939470410581986
34,34.951940189523334,2.7197391394932624,2.0985815513449078,0.1376950709629327
34,16.690873891048426,6.2027543590878365,1.428376554496709,0.40422157044583346
34,81.22430485498751,2.3457776373209565,2.4737902123593254,0.07700458024321978
34,3.7553192879396926,5.423461382972843,0.22102845666925536,0.7730312562849472
34,31.099303666516864,1.412682498962135,2.442696821263,0.19416498554715797
34,2.0000000000067084,16.363636363574084,0.7099798861166241,11.349209133438013
34,5.266939526088675,3.0753895559553373,0.5029554586210155,0.8788585338572301
35,2.95142717306734,24.283336705635588,0.28877669336139833,3.3796660096759115
35,27.009367626590763,0.413790543640705,2.4816031248851784,0.17496231134100257
35,6.203424772031198,1.684611696030269,0.686800066705908,0.32533785057922227
35,32.670306805508424,3.30111548562385,3.2209451749049047,0.10219287921844847
36,7.448940561246221,0.8742135017693281,0.3669633833629192,1.7929124715100824
36,8.775876221004788,9.242382473031963,0.6167359866179354,2.2681213349422857
36,47.47453429586695,1.3096308051827659,6.171766319752728,0.0491421065422139
37,9.100516764655259,8.400626818097331,0.3157212275924331,1.0710009853844211
37,6.253590840230314,2.455544046911326,0.35268002372178925,2.271758612403776
37,6.27327285553305,12.715577726941582,0.5973544315433734,0.8204874540768354
38,37.85585468131198,1.0858004307953024,1.0092327881659138,0.10482419100864973
38,3.6637539643243744,0.7341852681045695,0.2253579990669802,1.1213187394274051
38,133.77013761504978,0.15274736765500993,4.415635761733997,0.02904551688330795
38,164.09156844849497,1.2260423978198622,11.147385652554672,0.21572032912579764
38,197.00435954752317,4.034445277904126,11.171446964763895,0.012645693330975486
38,31.32333756350135,0.845040327473379,2.430687149435499,0.1679604041053326
38,70.10721844894472,1.6361582036744946,9.345714889036582,0.08508062740159768
39,11.855768270111097,10.080126658912073,0.49538191100458007,0.985823890655759
39,2.441333555670573,0.04680380480499632,0.18120377171620183,4.0527768017397205
39,8.317588861606055,5.571195454188763,0.7980642152179721,1.1520006588890208
39,5.451499099464246,10.451847924676898,1.6693373188589455,1.7902148348139018
39,8.471971053447703,5.144111746037604,0.9633770021758401,0.6137374500558292
39,42.20552029722873,1.3641968267868794,4.7601198744556035,0.16056194018666212
41,12.972653751502751,4.409807740139097,0.48316258443181875,0.3908642555935315
41,24.56391670951551,3.861769207532377,1.4365956031967697,0.3143252771930357
41,39.817890897654195,4.052773561711902,4.394187734082312,0.22142177530623694
